name,img_link,description,description_url,short_description,type
Microwave,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTo-22EbFWcoVE8Y74ntYeKeMfs-nsReZIfOwAiZd9Z64xT8N1C,"Microwave are a Vietnamese rock band, formed in 2001 from Vietnam's National University of Civil Engineering in Ho Chi Minh City. The band released their first studio album, Lối thoát, in 2005 in Vietnam. The band is considered to be the leader of Ho Chi Minh City's rock scene.",https://en.wikipedia.org/wiki/Microwave_(Vietnamese_band),Rock band,"['MusicGroup', 'Thing']"
Microwave Caramel Popcorn,,,,Food,['Thing']
Microwave porridge,,,,Food,['Thing']
Toaster,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS0zXjEQyqtAEgaYHiixqUGXud0WKQjyYAu84DCk3IQjiN5ivx4,"A toaster is a small electric appliance that uses radiant heat to brown sliced bread into toast. It typically consists of one or more slots into which bread is inserted, and the toaster uses heating elements, often made of nichrome wire, to generate heat and toast the bread to the desired level of crispiness.",https://en.wikipedia.org/wiki/Toaster,Cooking appliance,['Thing']
Toaster Strudel,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTQBeiBVA6JnwfWplkYtR3xTW76TYU1kPqDCxUDMmVKHCJD3NJu,"Toaster Strudel is the brand name of a toaster pastry, prepared by heating the frozen pastries in a toaster and then spreading the included icing packet on top.",https://en.wikipedia.org/wiki/Toaster_Strudel,,"['Brand', 'Thing']"
The Brave Little Toaster,,"The Brave Little Toaster is a 1987 American independent animated musical adventure drama film directed by Jerry Rees. It is based on the 1980 novella of the same name by Thomas M. Disch. The film stars Deanna Oliver, Timothy E.",https://en.wikipedia.org/wiki/The_Brave_Little_Toaster,1987 film,"['Thing', 'Movie']"
2023 Famous Toastery Bowl,,"The 2023 Famous Toastery Bowl was a college football bowl game played on December 18, 2023, at Jerry Richardson Stadium in Charlotte, North Carolina.",https://en.wikipedia.org/wiki/2023_Famous_Toastery_Bowl,,"['Thing', 'Event']"
The Brave Little Toaster to the Rescue,,"The Brave Little Toaster to the Rescue is a 1997 American animated musical film. Unlike other novellas in ""The Brave Little Toaster"" lineup, it is the first film not to be based on the novella of the same name by Thomas M. Disch.",https://en.wikipedia.org/wiki/The_Brave_Little_Toaster_to_the_Rescue,1997 film,"['Thing', 'Movie']"
The Brave Little Toaster Goes to Mars,,The Brave Little Toaster Goes to Mars is a 1998 American animated direct-to-video musical film based on the 1988 novella of the same name by Thomas M. Disch.,https://en.wikipedia.org/wiki/The_Brave_Little_Toaster_Goes_to_Mars,1998 film,"['Thing', 'Movie']"
Toaster pastry,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSOEB20-Q49YpuIG-Fyv5rIE_sZLDVJm50HfHyFf6RamLoX7wlC,"A toaster pastry is a type of bakers' confection. They are thin rectangles often made of rice bran, molasses, flour, syrup, and shortening, which on one side usually has a coating of icing that has been dried with starch.",https://en.wikipedia.org/wiki/Toaster_pastry,Food,['Thing']
Kettle,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQhf_VP6Px5JMaw5arKH8V0XTk6NAp_-CdpkF5vQK5WhOWCRSta,"A kettle, sometimes called a tea kettle or teakettle, is a device specialized for boiling water, commonly with a lid, spout, and handle.",https://en.wikipedia.org/wiki/Kettle,,['Thing']
Kettlebell,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQnkvuKmkaQtzysL4E5Rxgp5jrPYE8OV2Dbc3Lda9O8nIs_owg,"In weight training, a kettlebell is a cast-iron or cast-steel ball with a handle attached to the top. It is used to perform many types of exercises, including ballistic exercises that combine cardiovascular, strength and flexibility training.",https://en.wikipedia.org/wiki/Kettlebell,Sports equipment,['Thing']
Kettle,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0WKMeg2PxnP1fvg9mpKvYWKHfgLIGjGgwux1SvaJhLocamf0C,"A kettle is a depression or hole in an outwash plain formed by retreating glaciers or draining floodwaters. The kettles are formed as a result of blocks of dead ice left behind by retreating glaciers, which become surrounded by sediment deposited by meltwater streams as there is increased friction.",https://en.wikipedia.org/wiki/Kettle_(landform),Landform,['Thing']
Timpani,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQzShpLYfb3ILa0267P9Hz6RkY9A0xz9d_gRsg543sFexcv-wA8,"Timpani or kettledrums are musical instruments in the percussion family. A type of drum categorised as a hemispherical drum, they consist of a membrane called a head stretched over a large bowl traditionally made of copper.",https://en.wikipedia.org/wiki/Timpani,Musical instrument,['Thing']
The pot calling the kettle black,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGbNSn6JMsEoOJ4lmpRZIWdTui1bpOZp9QyTboS_8M2LFlx3fP,"""The pot calling the kettle black"" is a proverbial idiom that may be of Spanish origin, of which English versions began to appear in the first half of the 17th century.",https://en.wikipedia.org/wiki/The_pot_calling_the_kettle_black,,['Thing']
Kettler,,"Kettler is a German company based in Ense-Parsit, with locations all around the world. The company produces riding toys, leisure gear, patio furniture and exercise equipment.",https://en.wikipedia.org/wiki/Kettler,Sports equipment company,"['Organization', 'Thing', 'Corporation']"
Kettle corn,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRad8aHla95vbhcNvdD4xUac48C72_2IPUORQzNe7Ct_8jMEYOi,"Kettle corn is a sweet variety of popcorn that is typically mixed or seasoned with a light-colored refined sugar, salt, and oil. It was traditionally made in cast iron kettles, hence the name, but in modern times other types of pots and pans are used.",https://en.wikipedia.org/wiki/Kettle_corn,Food,['Thing']
Richard Kettleborough,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQkYuQikl5PModgw1-xj7DXHGXgxBn8kYrFoBK8J2UJs_HibwTU,"Richard Allan Kettleborough is an English international cricket umpire, and former first-class cricketer who appeared in 33 first-class matches for Yorkshire and Middlesex.",https://en.wikipedia.org/wiki/Richard_Kettleborough,English cricket umpire,"['Person', 'Thing']"
Kettle Foods,,"Kettle Foods, Inc. is an American manufacturer of potato chips, based in Salem, Oregon, United States, with a European and Middle East headquarters in Norwich, United Kingdom. As of 2006 they were the largest natural potato chip brand in the U.S.
The company, founded in 1978 by Cameron Healy as ""N.S.",https://en.wikipedia.org/wiki/Kettle_Foods,Company,"['Organization', 'Thing', 'Corporation']"
Kettle &amp; Fire Bone Broth,,,,Company,"['Organization', 'Thing', 'Corporation']"
Kettlebell swing,,Kettlebell swing is a basic ballistic exercise used to train the posterior chain in a manner similar to broad jumping. It involves moving the bell in a pendulum motion from between the knees to anywhere between eye level to fully overhead and can be performed either two-handed or using one hand.,https://en.wikipedia.org/wiki/Kettlebell_swing,,['Thing']
Giant's kettle,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSggTKgQXso7LCOI0CzDOvoKzLk4GBZkyXNcX3_DsG_nclUYNRp,"A giant's kettle, also known as either a giant's cauldron, moulin pothole, or glacial pothole, is a typically large and cylindrical pothole drilled in solid rock underlying a glacier either by water descending down a deep moulin or by gravel rotating in the bed of subglacial meltwater stream.",https://en.wikipedia.org/wiki/Giant's_kettle,,['Thing']
Kettle hat,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmBOaWRX6G7KJsgPg0Hnqy6bEyhfk2QNigrC1oncxUCIe_KFNM,"A kettle hat, also known as a war hat, is a type of helmet made of iron or steel in the shape of a brimmed hat. There are many design variations. The only common element is a wide brim that afforded extra protection to the wearer. It gained its common English language name from its resemblance to a metal cooking pot. The kettle hat was common all over Medieval Europe. It was called Eisenhut in German and chapel de fer in French.",https://en.wikipedia.org/wiki/Kettle_hat,,['Thing']
Kettleby,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSwViqUlyHZvEi3-xH4lCPwO8M7I14uaJIv-2hja09jP0CbhryM,"Kettleby is an unincorporated community in the northeastern part of King Township in Ontario, Canada. It is located about 1.5 kilometres east of Highway 400, 25 kilometres north of Toronto, about 40 kilometres south of Barrie, 6 kilometres west of Newmarket, and about 50 kilometres east of Orangeville.","https://en.wikipedia.org/wiki/Kettleby,_Ontario","Township in Ontario, Canada","['City', 'Thing', 'Place']"
The Singing Kettle,,"The Singing Kettle are a folk music and entertainment group from Scotland who perform traditional children's songs, along with live theatre performances.",https://en.wikipedia.org/wiki/The_Singing_Kettle,Musical group,"['MusicGroup', 'Thing']"
The Rough Riders,,,,Book by Theodore Roosevelt,"['Thing', 'Book']"
Battle of Kettle Creek,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgi_z8KkzupC8Atcwl6zZjo0yTeweYlDvsCXTwJ5NraqunG2un,"The Battle of Kettle Creek was the first major victory for Patriots in the back country of Georgia during the American Revolutionary War that took place on February 14, 1779.",https://en.wikipedia.org/wiki/Battle_of_Kettle_Creek,Battle,"['Thing', 'Event']"
The Kettle,,,,2019 film,"['Thing', 'Movie', 'CreativeWork']"
The Last Anniversary,,,,Book by Liane Moriarty,"['Thing', 'Book']"
Dishwasher,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRyyRjw6K6J_TZPX1pO-ocRP-8ceYa4Pf38Yfw2fFJWgJYunQF0,"A dishwasher is a machine that is used to clean dishware, cookware, and cutlery automatically. Unlike manual dishwashing, which relies on physical scrubbing to remove soiling, the mechanical dishwasher cleans by spraying hot water, typically between 45 and 75 °C, at the dishes, with lower temperatures of water used for delicate items.",https://en.wikipedia.org/wiki/Dishwasher,,['Thing']
Dishwasher,,"A dishwasher is a person who washes and dries dishware, cookware, and cutlery, often in a ""back of house"" restaurant or institutional setting.",https://en.wikipedia.org/wiki/Dishwasher_(occupation),,['Thing']
Dishwasher detergent,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSMTyxkEQr3H-YX_2jzot1lXW_trMD4Z3CZS2VaOrAPjZZ69VvK,Dishwasher detergent is a detergent made for washing dishes in a dishwasher. Dishwasher detergent is different from dishwashing liquid made to wash dishes by hand.,https://en.wikipedia.org/wiki/Dishwasher_detergent,,['Thing']
Dishwasher salt,,"Dishwasher salt is a particular grade of granulated, crystalline sodium chloride intended for regenerating the water softener circuit of household or industrial dishwashers.",https://en.wikipedia.org/wiki/Dishwasher_salt,,['Thing']
Drawer dishwasher,,"A dishdrawer is a type of dishwashing machine invented, designed and manufactured by Fisher &amp; Paykel. They are available under several brands depending on geographic location Fisher &amp; Paykel, Kenmore Appliances, KitchenAid, and Bauknecht following a distribution agreement with Whirlpool.",https://en.wikipedia.org/wiki/Drawer_dishwasher,,['Thing']
The Dishwasher,,"The Dishwasher is a Canadian drama film, directed by Francis Leclerc and released in 2023. An adaptation of the semi-autobiographical novel by Stéphane Larue, the film stars Henri Richer-Picard as Stéphane, who takes a menial job as a dishwasher in a restaurant after being left in deep debt by a gambling addiction.",https://en.wikipedia.org/wiki/The_Dishwasher_(film),2023 film,"['Thing', 'Movie']"
The Dishwasher: Vampire Smile,,"The Dishwasher: Vampire Smile is a 2D side-scrolling beat 'em up video game. It was developed by Ska Studios and released for the Xbox 360 via XBLA on April 6, 2011, and for the Microsoft Windows, Linux and macOS on May 12, 2017 via Steam.",https://en.wikipedia.org/wiki/The_Dishwasher:_Vampire_Smile,Video game,"['SoftwareApplication', 'Thing', 'VideoGame']"
The Dishwasher: Dead Samurai,,The Dishwasher: Dead Samurai is a beat 'em up game developed by independent software developer James Silva for the Xbox 360's Xbox Live Arcade service.,https://en.wikipedia.org/wiki/The_Dishwasher:_Dead_Samurai,Software,"['SoftwareApplication', 'Thing', 'VideoGame']"
Washing machine,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSt5MWynZIsbCdhISb9W39n5qqpb5d9U-IiXDpJrJLL5-YN7H2p,A washing machine is a home appliance used to wash laundry. The term is mostly applied to machines that use water as opposed to dry cleaning or ultrasonic cleaners.,https://en.wikipedia.org/wiki/Washing_machine,,['Thing']
The Washing Machine,,,,2020 film,"['Thing', 'Movie', 'CreativeWork']"
Washing Machine Heart,,"""Washing Machine Heart"" is a song by American singer Mitski, released in 2018 on her album Be the Cowboy. Although not released as a single, it is one of her most famous songs.",https://en.wikipedia.org/wiki/Washing_Machine_Heart,Song by Mitski,"['MusicComposition', 'Thing']"
The Washing Machine,,The Washing Machine is a 1993 giallo film directed by Ruggero Deodato.,https://en.wikipedia.org/wiki/The_Washing_Machine,1993 film,"['Thing', 'Movie']"
Clothes dryer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrCZ5tE1WMvdnfsyUrdZnZLE0GkedkExK7ehW5bRmTF7TZnm9o,"A clothes dryer, also known as tumble dryer or simply dryer, is a powered household appliance that is used to remove moisture from a load of clothing, bedding and other textiles, usually after they are washed in a washing machine.",https://en.wikipedia.org/wiki/Clothes_dryer,,['Thing']
Hair dryer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTZn8X6Tap8zTc3k9YX3UAo0wLYJh-0qPlUYyPNe1qbyptL4x4E,"A hair dryer, hairdryer or blow dryer is an electromechanical device that blows ambient or hot air over damp hair to speed the evaporation of water to dry the hair.",https://en.wikipedia.org/wiki/Hair_dryer,,['Thing']
Futon dryer,,A Futon dryer is an electric device that warms and dries a Japanese futon by forcing warm air through it.,https://en.wikipedia.org/wiki/Futon_dryer,,['Thing']
Shoe dryer,,"A shoe dryer or boot dryer is a machine used for drying shoes, and usually functions by blowing air on the inside of the shoes. The airflow causes the shoes to dry faster. The air can be heated for even faster drying, and these are the most common types.",https://en.wikipedia.org/wiki/Shoe_dryer,,['Thing']
Hand dryer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSzppjMdGkJ_bkNb5NTH2gQ0b6DyzGxIxhqQuQ_7JNyHoZq-z7V,"A hand dryer is an electric machine which might make use of a heating element and an air blower to dry the hands after hand washing. It is commonly used in public toilets as a cost-effective alternative to paper towels.
It may either operate with the push of a button or automatically using a sensor.",https://en.wikipedia.org/wiki/Hand_dryer,,['Thing']
Dryer ball,,"A dryer ball is a spherical laundry device for tumbling clothes dryers used as an alternative to fabric softener, reducing static electricity or softening clothing, or to accelerate the drying process.",https://en.wikipedia.org/wiki/Dryer_ball,,['Thing']
Compressed air dryer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTsm93sK_ul4WIHBvJHJRXUe49HjfxcGeoZeYh6z99DNrJVkKxX,Compressed air dryers are special types of filter systems that are specifically designed to remove the water that is inherent in compressed air.,https://en.wikipedia.org/wiki/Compressed_air_dryer,,['Thing']
Fred Dryer,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeAbck6oQANX2DLNNWasOxWLDkHQjGtpNxmk90G9lEG-oNkWMl,"John Frederick Dryer is an American actor, radio host, and former professional football player.
He was a defensive end in the National Football League for 13 years, participating in 176 games starting in 1969 until his retirement in 1981.",https://en.wikipedia.org/wiki/Fred_Dryer,American actor,"['Person', 'Thing']"
Vacuum cleaner,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRDYXxGskegxAbnSpxpbu1z4IFIdmzH1tat6VpL6vyaL4NzDSCL,"A vacuum cleaner, also known simply as a vacuum, is a device that uses suction in order to remove dirt from floors, upholstery, draperies, and other surfaces. It is generally electrically driven.
The dirt is collected by either a dustbag or a cyclone for later disposal.",https://en.wikipedia.org/wiki/Vacuum_cleaner,,['Thing']
Vacuum,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTIuB3HqTnXA3XW5K06pRs0l6pDj6v7fcC8Yu8wm3Bv4hFveeVk,"A vacuum is space devoid of matter. The word is derived from the Latin adjective vacuus meaning ""vacant"" or ""void"". An approximation to such vacuum is a region with a gaseous pressure much less than atmospheric pressure.",https://en.wikipedia.org/wiki/Vacuum,,['Thing']
Robotic vacuum cleaner,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcR1wk3DBpnyo_vVqRWjKJZq1i5oM7k5K7--3EE-Gg8g5li-qICr,"A robotic vacuum cleaner, sometimes called a robovac or a roomba as a generic trademark, is an autonomous robotic vacuum cleaner which has a limited vacuum floor cleaning system combined with sensors and robotic drives with programmable controllers and cleaning routines.",https://en.wikipedia.org/wiki/Robotic_vacuum_cleaner,,['Thing']
Vacuum flask,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKpPtRJt01lwAJCdut7Qs0WVV14GhMm8gf39j10-fhxqRgI7JA,A vacuum flask is an insulating storage vessel that greatly lengthens the time over which its contents remain hotter or cooler than the flask's surroundings.,https://en.wikipedia.org/wiki/Vacuum_flask,,['Thing']
Speed of light,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQsDr4lN9kVBKfTXdQyLKUoTqp0byoa6F2jquZEXZt5dlMHErkC,"The speed of light in vacuum, commonly denoted c, is a universal physical constant that is exactly equal to 299,792,458 metres per second.",https://en.wikipedia.org/wiki/Speed_of_light,Speed,['Thing']
Vacuum pump,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRLiGOAgmxhQjTMciybyenL0fgECLY1TahY5Iaho_qGFJ9ckv-P,"A vacuum pump is a type of pump device that draws gas particles from a sealed volume in order to leave behind a partial vacuum. The first vacuum pump was invented in 1650 by Otto von Guericke, and was preceded by the suction pump, which dates to antiquity.",https://en.wikipedia.org/wiki/Vacuum_pump,,['Thing']
Vacuum packing,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRPyYvYLX_WJbKvevWmkmhFoDkhaIOeC5wlqOW7rR6nlI2Buo-0,"Vacuum packing is a method of packaging that removes air from the package prior to sealing. This method involves placing items in a plastic film package, removing air from inside and sealing the package.",https://en.wikipedia.org/wiki/Vacuum_packing,,['Thing']
Vacuum,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTZNqUT-OEGYSa9f8W-HGsr3pgcZFOPr5L7uwOPub3h-cdmutZZ,Vacuum is a Swedish pop band consisting of Mattias Lindblom and Anders Wollbeck. They also work as song writers and producers under the same name.,https://en.wikipedia.org/wiki/Vacuum_(band),Pop band,"['Thing', 'MusicGroup']"
Vacuum tube,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUnceP-wv9jWWuBhko2gZuNbNt7Lbqwd4KEzuayx1IUxsFNkYT,"A vacuum tube, electron tube, valve, or tube, is a device that controls electric current flow in a high vacuum between electrodes to which an electric potential difference has been applied.",https://en.wikipedia.org/wiki/Vacuum_tube,,['Thing']
Central vacuum cleaner,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTIuB3HqTnXA3XW5K06pRs0l6pDj6v7fcC8Yu8wm3Bv4hFveeVk,"A central vacuum cleaner is a type of vacuum cleaner appliance installed into a building as a semi-permanent fixture. Central vacuum systems are designed to remove dirt and debris from homes and buildings, by sending dirt particles through piping installed inside the walls to a collection container in a remote utility space.",https://en.wikipedia.org/wiki/Central_vacuum_cleaner,,['Thing']
Vacuum coffee maker,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRf6bA6OWLbAEIlKDOaFvRPKZAuEKVaWzT80pcNKu506PPMu7sa,"A vacuum coffee maker brews coffee using two chambers where vapor pressure and gravity produce coffee. This type of coffee maker is also known as vac pot, siphon or syphon coffee maker, and was invented by Loeff of Berlin in the 1830s.",https://en.wikipedia.org/wiki/Vacuum_coffee_maker,,['Thing']
Vacuum truck,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQ7ycYf3gRz5sNE0Ti5UL9TZmz5Uq7XXTMhZnVBU8zHh9E0EvvZ,"A vacuum truck, vacuum tanker, vactor truck, vactor, vac-con truck, vac-con is a tank truck that has a pump and a tank. The pump is designed to pneumatically suck liquids, sludges, slurries, or the like from a location into the tank of the truck.",https://en.wikipedia.org/wiki/Vacuum_truck,,['Thing']
Godfreys,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTMkHC7U-majsHw0qzJCdVlzxBXExorILz3nTMMUYEDL35q9LDG,"Godfreys is an Australian retailer in the domestic and commercial floorcare and cleaning industry, headquartered in Melbourne. Founded by Godfrey Cohen in 1931, at its peak it had more than 220 company and franchise-owned stores combined across Australia and New Zealand.",https://en.wikipedia.org/wiki/Godfreys,Retail company,"['Organization', 'Thing', 'Corporation']"
Vacuum permittivity,,"Vacuum permittivity, commonly denoted ε₀, is the value of the absolute dielectric permittivity of classical vacuum. It may also be referred to as the permittivity of free space, the electric constant, or the distributed capacitance of the vacuum.",https://en.wikipedia.org/wiki/Vacuum_permittivity,,['Thing']
Minute Maid,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWhzKaOqvPgFbXQTPCUWyz9chOiqtMaoM9oDIF4ly84IkDiIs3,"Minute Maid is a product line of beverages, usually associated with lemonade or orange juice, but which now extends to soft drinks of different kinds, including Hi-C.",https://en.wikipedia.org/wiki/Minute_Maid,Beverage production company,"['Organization', 'Thing', 'Corporation']"
Automated pool cleaner,,An automated pool cleaner is a vacuum cleaner that is designed to collect debris and sediment from swimming pools with minimal human intervention.,https://en.wikipedia.org/wiki/Automated_pool_cleaner,,['Thing']
Vacuum breaker,,"A vacuum breaker is an attachment commonly placed on a bibcock valve or toilet or urinal flush valve, that prevents water from being siphoned backward into the public drinking water system.",https://en.wikipedia.org/wiki/Vacuum_breaker,,['Thing']
Vacuum permeability,,"The vacuum magnetic permeability, also known as the magnetic constant, is the magnetic permeability in a classical vacuum. It is a physical constant, conventionally written as μ₀.",https://en.wikipedia.org/wiki/Vacuum_permeability,,['Thing']
Vacuum aspiration,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQpGFKF3L9BSeWnia0XSyD_hQtEuYZFQXp__nZ850mgkD1fwXva,"Vacuum or suction aspiration is a procedure that uses a vacuum source to remove an embryo or fetus through the cervix. The procedure is performed to induce abortion, as a treatment for incomplete spontaneous abortion or retained fetal and placental tissue, or to obtain a sample of uterine lining.",https://en.wikipedia.org/wiki/Vacuum_aspiration,,['Thing']
Vacuum chamber,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2uKOyPe6aoDVjszpeLvtfWetPF0_OmbzY8wk4PffUZUZ9N3ZL,"A vacuum chamber is a rigid enclosure from which air and other gases are removed by a vacuum pump. This results in a low-pressure environment within the chamber, commonly referred to as a vacuum.",https://en.wikipedia.org/wiki/Vacuum_chamber,,['Thing']
Broom,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRkhuM-NxET9ddzCVZsb3rcGBAF3dUJOraSug3B9tvrIDGSV4Xa,"A broom is a cleaning tool consisting of usually stiff fibers attached to, and roughly parallel to, a cylindrical handle, the broomstick. It is thus a variety of brush with a long handle. It is commonly used in combination with a dustpan.
A distinction is made between a ""hard broom"" and a ""soft broom"" and a spectrum in between.",https://en.wikipedia.org/wiki/Broom,,['Thing']
Spreadshirt,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRviBMdsQRyrXKD8P_1_yPJfBIsRgo2qP_Kl6DxXq6tJ-4GAdXM,"Spread Group is the umbrella brand of five internationally active e-commerce platforms with headquarters in Leipzig, Germany and Greensburg, Pennsylvania, United States.",https://en.wikipedia.org/wiki/Spread_Group,Shirt company,"['Corporation', 'Thing', 'Organization']"
Scotch broom,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS-bTxCPnGebfQYds8SFNcUPf562cNftwisLJkrA357DuSw78o7,"Cytisus scoparius, the common broom or Scotch broom, is a deciduous leguminous shrub native to western and central Europe. In Britain and Ireland, the standard name is broom; this name is also used for other members of the Genisteae tribe, such as French broom or Spanish broom; and the term common broom is sometimes used for clarification.",https://en.wikipedia.org/wiki/Cytisus_scoparius,Plant,['Thing']
Broome,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCfNAr01MjAOS0vcwgIGG4rqYOY4s9avG1BuCkWd7qMR7aFDUA,"Broome, also known as Rubibi by the Yawuru people, is a coastal pearling and tourist town in the Kimberley region of Western Australia, 2,046 km north of Perth. The town recorded a population of 14,660 in the 2021 census. It is the largest town in the Kimberley region.","https://en.wikipedia.org/wiki/Broome,_Western_Australia",Town in Australia,"['City', 'Thing', 'Place']"
Brooms,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTShs46nrAL3w0YYt3YLyPKi-IO0Ig0kcj1dGHnbP6M431cclxM,"Genista is a genus of flowering plants in the legume family Fabaceae, native to open habitats such as moorland and pasture in Europe and western Asia.",https://en.wikipedia.org/wiki/Genista,Plant,['Thing']
Broomball,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_P3zJsKr7NfNeDRkk-riOMcadYPA1-QxcBL1-Brj3SmxHKhiw,"Broomball is a both a recreational and organized competitive winter team sport played on ice or snow and is played either indoors or outdoors, depending on climate and location.",https://en.wikipedia.org/wiki/Broomball,Sports,['Thing']
Great Millet,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQyKqONJ_NxNNoyUOm8CZJ5DYldSMyIwdGhpo8Th_5bnX1RbjH9,"Sorghum bicolor, commonly called sorghum and also known as great millet, broomcorn, guinea corn, durra, imphee, jowar, or milo, is a grass species cultivated for its grain, which is used for food for humans, animal feed, and ethanol production.",https://en.wikipedia.org/wiki/Sorghum_bicolor,Grains,['Thing']
Butcher's-broom,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcS4B5pPhl02cJ2xqmEDItsqSnR-t0nb8q1sodS_dFstoNFoc_J5,"Ruscus aculeatus, known as butcher's-broom,
is a low evergreen dioecious Eurasian shrub, with flat shoots known as cladodes that give the appearance of stiff, spine-tipped leaves.",https://en.wikipedia.org/wiki/Ruscus_aculeatus,Plant,['Thing']
Cytisus,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS-bTxCPnGebfQYds8SFNcUPf562cNftwisLJkrA357DuSw78o7,"Cytisus is a genus of flowering plants in the family Fabaceae, native to open sites in Europe, western Asia and North Africa. It belongs to the subfamily Faboideae, and is one of several genera in the tribe Genisteae which are commonly called brooms.",https://en.wikipedia.org/wiki/Cytisus,Plant,['Thing']
Broomfield,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSJaTBQn4KAWiQKv3YpLZruVgigVWN0IOaV4dtxJW9EeRxz1QWW,"Broomfield is a consolidated city and county located in the U.S. state of Colorado. Broomfield has a consolidated government which operates under Article XX, Sections 10–13 of the Constitution of the State of Colorado.","https://en.wikipedia.org/wiki/Broomfield,_Colorado",City in Colorado,"['Place', 'City', 'Thing', 'AdministrativeArea']"
Broomrapes,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcR7x2l5b9RoEmpk-9u5IhVJqpn-_4QKd914L2BF8rJN17dLk0qB,"Orobanche, commonly known as broomrape, is a genus of almost 200 species of small parasitic herbaceous plants, mostly native to the temperate Northern Hemisphere. It is the type genus of the broomrape family Orobanchaceae.",https://en.wikipedia.org/wiki/Orobanche,Plant,['Thing']
Purplebricks,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRbzS-t43aETA-YOP-Zet5F8xOcm9EmDMkvzGnW3Zg_YKYJD3Jw,"Purplebricks is a British online estate agent which operates in the UK. Founded in 2012 by Michael Bruce, Kenny Bruce and David Shepherd, it is backed by investors that include venture capital firm DN Capital as well as Neil Woodford, Paul Pindar, and Errol Damelin.",https://en.wikipedia.org/wiki/Purplebricks,Real estate company,"['Corporation', 'Thing', 'Organization']"
Joshua Broome,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTHg9JiYGZzf3_E_NDyEVBwjEhUxV3rjEST8vMkY589000E7A2t,"Joshua Luke Broome, known professionally as Rocco Reed, is an American pastor and former porn star.",https://en.wikipedia.org/wiki/Rocco_Reed,American pastor,"['Person', 'Thing']"
